Parent;Child;Source;Weight;Confidence
Khaliji;khaliji pop;wikidata;1;0.85
Khaliji;khaliji tarab;wikidata;1;0.85
Khaliji;liwa;wikidata;1;0.85
Khaliji;nuban;wikidata;1;0.85
Khaliji;samri;wikidata;1;0.85
Khaliji;Shehhi music;wikidata;1;0.85
Khaliji;sheilat;wikidata;1;0.85
Khmer music;kantrum;wikidata;1;0.85
Khmer music;Khmer dance music;wikidata;1;0.85
Khmer music;Khmer folk music;wikidata;1;0.85
kirtan;shabad kirtan;wikidata;1;0.85
kizomba;tarraxinha;wikidata;1;0.85
komagaku;Kudaragaku;wikidata;1;0.85
komagaku;Shiragigaku;wikidata;1;0.85
konpa;Mini-jazz;wikidata;1;0.85
Korean ballad;oriental ballad;wikidata;1;0.85
Korean court music;aak;wikidata;1;0.85
Korean court music;Boheoja;wikidata;1;0.85
Korean court music;dangak;wikidata;1;0.85
Korean court music;hyangak;wikidata;1;0.85
Korean court music;jeongak;wikidata;1;0.85
Korean court music;Nakyangchun;wikidata;1;0.85
Korean court music;Yeongsan hoesang;wikidata;1;0.85
Korean folk music;Imsil Pilbong nongak;wikidata;1;0.85
Korean folk music;japga;wikidata;1;0.85
Korean folk music;Korean folk song;wikidata;1;0.85
Korean folk music;minyo;wikidata;1;0.85
Korean folk music;Musok eumak;wikidata;1;0.85
Korean folk music;pansori;wikidata;1;0.85
Korean folk music;pungmul;wikidata;1;0.85
Korean folk music;Pungmul as Protest;wikidata;1;0.85
Korean folk music;sanjo;wikidata;1;0.85
Korean folk music;seonsori;wikidata;1;0.85
Korean folk music;Sinawi;wikidata;1;0.85
Korean folk music;South Korean folk music;wikidata;1;0.85
Korean traditional music;Daechwita;wikidata;1;0.85
Korean traditional music;Korean court music;wikidata;1;0.85
Korean traditional music;Korean traditional dance music;wikidata;1;0.85
Korean traditional music;Korean traditional instrumental music;wikidata;1;0.85
Korean traditional music;samul nori;wikidata;1;0.85
Korean traditional music;sogak;wikidata;1;0.85
Krautrock;electronic body music;wikidata;1;0.85
Krautrock;Kosmische Musik;wikidata;1;0.85
Krautrock;post-rock;wikidata;1;0.85
kroncong;cilokaq;wikidata;1;0.85
kroncong;congdut;wikidata;1;0.85
kroncong;langgam jawa;wikidata;1;0.85
Kru music;alloukou;wikidata;1;0.85
Kru music;palm-wine music;wikidata;1;0.85
Kru music;ziglibithy;wikidata;1;0.85
kuda kepang;Jaranan Buto;wikidata;1;0.85
kuduro;batida;wikidata;1;0.85
Kurdish folk music;dengbêjî;wikidata;1;0.85
Kurdish music;Kurdish folk music;wikidata;1;0.85
kwaito;bacardi;wikidata;1;0.85
kwaito;motswako;wikidata;1;0.85
Kyrgyz folk music;Zhar-zhar;wikidata;1;0.85
Kyrgyz music;Kyrgyz film music;wikidata;1;0.85
Kyrgyz music;Kyrgyz folk music;wikidata;1;0.85
lambada;guitarrada;wikidata;1;0.85
lambada;lambadão cuiabano;wikidata;1;0.85
lamentation;dirge;wikidata;1;0.85
lamentation;gwerz;wikidata;1;0.85
lamentation;keening;wikidata;1;0.85
lamentation;Kinah;wikidata;1;0.85
lamentation;lamentu;wikidata;1;0.85
Lao folk music;lam saravane;wikidata;1;0.85
Lao music;lam luang;wikidata;1;0.85
Lao music;lam ploen;wikidata;1;0.85
Lao music;Lao folk music;wikidata;1;0.85
Lao music;Lao pop;wikidata;1;0.85
Latin American classical music;Brazilian classical music;wikidata;1;0.85
Latin American classical music;Mexican classical music;wikidata;1;0.85
Latin American folk music;aguinaldo;wikidata;1;0.85
Latin American folk music;Andean folk music;wikidata;1;0.85
Latin American folk music;Argentine folklore;wikidata;1;0.85
Latin American folk music;bambuco;wikidata;1;0.85
Latin American folk music;Brazilian folk music;wikidata;1;0.85
Latin American folk music;candombe;wikidata;1;0.85
Latin American folk music;canto a lo poeta;wikidata;1;0.85
Latin American folk music;chacarera;wikidata;1;0.85
Latin American folk music;chamarrita;wikidata;1;0.85
Latin American folk music;chamarrita rioplatense;wikidata;1;0.85
Latin American folk music;Chilean folk music;wikidata;1;0.85
Latin American folk music;Colombian folk music;wikidata;1;0.85
Latin American folk music;Colombian tamborito;wikidata;1;0.85
Latin American folk music;Cuban folk music;wikidata;1;0.85
Latin American folk music;cueca;wikidata;1;0.85
Latin American folk music;gaita zuliana;wikidata;1;0.85
Latin American folk music;huayno;wikidata;1;0.85
Latin American folk music;Jibaro;wikidata;1;0.85
Latin American folk music;joropo;wikidata;1;0.85
Latin American folk music;malagueña;wikidata;1;0.85
Latin American folk music;Mexican folk music;wikidata;1;0.85
Latin American folk music;milonga;wikidata;1;0.85
Latin American folk music;música criolla;wikidata;1;0.85
Latin American folk music;payada;wikidata;1;0.85
Latin American folk music;Peruvian folk music;wikidata;1;0.85
Latin American folk music;saya;wikidata;1;0.85
Latin American folk music;tamborito;wikidata;1;0.85
Latin American folk music;Taquirari;wikidata;1;0.85
Latin American folk music;tonada chilena;wikidata;1;0.85
Latin American folk music;yaraví;wikidata;1;0.85
Latin American folk music;yaraví arequipeño;wikidata;1;0.85
Latin American folk music;zamacueca;wikidata;1;0.85
Latin American folk music;zamba;wikidata;1;0.85
Latin ballad;música plancha;wikidata;1;0.85
Latin dance music;biguine;wikidata;1;0.85
Latin electronic music;changa tuki;wikidata;1;0.85
Latin electronic music;digital cumbia;wikidata;1;0.85
Latin electronic music;electro latino;wikidata;1;0.85
Latin electronic music;Latin tech;wikidata;1;0.85
Latin electronic music;tribal guarachero;wikidata;1;0.85
Latin hip-hop;Argentine hip-hop;wikidata;1;0.85
Latin hip-hop;Brazilian hip-hop;wikidata;1;0.85
Latin hip-hop;Chicano rap;wikidata;1;0.85
Latin hip-hop;Colombian hip-hop;wikidata;1;0.85
Latin hip-hop;Cuban hip hop;wikidata;1;0.85
Latin hip-hop;Dominican hip hop;wikidata;1;0.85
Latin hip-hop;Latin trap;wikidata;1;0.85
Latin hip-hop;Mexican hip-hop;wikidata;1;0.85
Latin hip-hop;Puerto Rican hip-hop;wikidata;1;0.85
Latin hip-hop;reggaeton underground;wikidata;1;0.85
Latin hip-hop;Salvadoran hip hop;wikidata;1;0.85
Latin hip-hop;Venezuelan hip-hop;wikidata;1;0.85
Latin jazz;Afro-Cuban jazz;wikidata;1;0.85
Latin metal;Latin melodeath;wikidata;1;0.85
Latin music;bomba;wikidata;1;0.85
Latin music;boogaloo;wikidata;1;0.85
Latin music;Canadian Latin music;wikidata;1;0.85
Latin music;cantautor music;wikidata;1;0.85
Latin music;chamarrita;wikidata;1;0.85
Latin music;Contemporary Latin music;wikidata;1;0.85
Latin music;cumbia;wikidata;1;0.85
Latin music;flamenco;wikidata;1;0.85
Latin music;Hispanic music;wikidata;1;0.85
Latin music;Latin alternative;wikidata;1;0.85
Latin music;Latin American classical music;wikidata;1;0.85
Latin music;Latin Christian music;wikidata;1;0.85
Latin music;Latin dance music;wikidata;1;0.85
Latin music;Latin disco;wikidata;1;0.85
Latin music;Latin electronic music;wikidata;1;0.85
Latin music;Latin freestyle;wikidata;1;0.85
Latin music;Latin funk;wikidata;1;0.85
Latin music;Latin hip-hop;wikidata;1;0.85
Latin music;Latin house;wikidata;1;0.85
Latin music;Latin jazz;wikidata;1;0.85
Latin music;Latin metal;wikidata;1;0.85
Latin music;Latin pop;wikidata;1;0.85
Latin music;Latin R&B;wikidata;1;0.85
Latin music;Latin rock;wikidata;1;0.85
Latin music;Latin soul;wikidata;1;0.85
Latin music;Lusophone music;wikidata;1;0.85
Latin music;mestizo;wikidata;1;0.85
Latin music;music of Latin America;wikidata;1;0.85
Latin music;music of Spain;wikidata;1;0.85
Latin music;New Mexico music;wikidata;1;0.85
Latin music;son;wikidata;1;0.85
Latin music;sonero music;wikidata;1;0.85
Latin music;tango;wikidata;1;0.85
Latin music;tropical music;wikidata;1;0.85
Latin music;urbano music;wikidata;1;0.85
Latin pop;cumbia pop;wikidata;1;0.85
Latin pop;Latin ballad;wikidata;1;0.85
Latin pop;tropipop;wikidata;1;0.85
Latin rock;Mexican rock music;wikidata;1;0.85
Latin trap;desamor;wikidata;1;0.85
Latin trap;trapeton;wikidata;1;0.85
Latvian folk music;daina;wikidata;1;0.85
laïko;entechna laika;wikidata;1;0.85
laïko;modern laika;wikidata;1;0.85
laïko;skiladiko;wikidata;1;0.85
leftfield electronic;leftfield house;wikidata;1;0.85
leftist music;anarcho-punk;wikidata;1;0.85
leftist music;anti-racist music;wikidata;1;0.85
leftist music;feminist music;wikidata;1;0.85
leftist music;nueva canción latinoamericana;wikidata;1;0.85
leftist music;political hip-hop;wikidata;1;0.85
leftist music;progg;wikidata;1;0.85
Levant music;Levant electronic music;wikidata;1;0.85
Levant music;Levant hip hop;wikidata;1;0.85
Levant music;Levant indie music;wikidata;1;0.85
Levant music;Levant pop;wikidata;1;0.85
Levant music;Levantine Arabic music;wikidata;1;0.85
Levantine Arabic music;dabke;wikidata;1;0.85
Levantine Arabic music;Druze music;wikidata;1;0.85
Levantine Arabic music;mūsīqā lubnāniyya;wikidata;1;0.85
Levenslied;smartlap;wikidata;1;0.85
LGBT music;LGBT hip hop;wikidata;1;0.85
Lied;Böhmerwaldlieder;wikidata;1;0.85
Lied;Frauenlied;wikidata;1;0.85
Lied;sacred folk song;wikidata;1;0.85
Lied;Volkslied;wikidata;1;0.85
Lithuanian folk music;daina;wikidata;1;0.85
Lithuanian folk music;sutartinė;wikidata;1;0.85
litoraleña music;chamamé;wikidata;1;0.85
litoraleña music;chamarrita;wikidata;1;0.85
litoraleña music;rasguido doble;wikidata;1;0.85
liturgical music;candomblé song;wikidata;1;0.85
liturgical music;church music;wikidata;1;0.85
liturgical music;Gaelic psalm singing;wikidata;1;0.85
liturgical music;Jewish liturgical music;wikidata;1;0.85
liturgical music;Leçons de ténèbres;wikidata;1;0.85
liturgical music;religious hymn;wikidata;1;0.85
lo-fi music;bedroom pop;wikidata;1;0.85
lo-fi music;lofi hip-hop;wikidata;1;0.85
lo-fi music;No-Fi;wikidata;1;0.85
Louisiana blues;acoustic Louisiana blues;wikidata;1;0.85
Louisiana blues;acoustic New Orleans blues;wikidata;1;0.85
Louisiana blues;New Orleans blues;wikidata;1;0.85
Louisiana blues;swamp blues;wikidata;1;0.85
lounge music;mallsoft;wikidata;1;0.85
lowercase;lowercase noise wall;wikidata;1;0.85
luk krung;lilat;wikidata;1;0.85
lullaby;batonebi songs;wikidata;1;0.85
lundu;lundu marajoara;wikidata;1;0.85
Luri music;Luri folk music;wikidata;1;0.85
lute song;ayr;wikidata;1;0.85
ma'luf;Algerian malouf;wikidata;1;0.85
Macedonian folk music;starogradska muzika;wikidata;1;0.85
Macedonian folk music;čalgija;wikidata;1;0.85
Maddahi;shoor;wikidata;1;0.85
madrigal;Madrigale spirituale;wikidata;1;0.85
madrigal;Note nere;wikidata;1;0.85
Maghreb music;banga;wikidata;1;0.85
Maghreb music;Maghreb electronic music;wikidata;1;0.85
Maghreb music;Maghreb hip hop;wikidata;1;0.85
Maghreb music;Maghreb indie music;wikidata;1;0.85
Maghreb music;Maghreb jazz;wikidata;1;0.85
Maghreb music;Maghreb pop;wikidata;1;0.85
Maghreb music;Maghreb rai;wikidata;1;0.85
mainstream hardcore;darkcore;wikidata;1;0.85
Malagasy folk music;Batrelaky;wikidata;1;0.85
Malagasy folk music;Hiragasy;wikidata;1;0.85
Malagasy folk music;Kilalaky dadamosy;wikidata;1;0.85
Malay classical music;Malay gamelan;wikidata;1;0.85
Malay music;Dikir barat;wikidata;1;0.85
Malay music;Dondang Sayang;wikidata;1;0.85
Malay music;Malay classical music;wikidata;1;0.85
Malay music;Malay folk music;wikidata;1;0.85
Malay music;Mata-kantiga;wikidata;1;0.85
Malay music;pop yeh-yeh;wikidata;1;0.85
Malaysian popular music;Malaysian hip hop;wikidata;1;0.85
Malaysian popular music;Malaysian rock;wikidata;1;0.85
Malaysian popular music;pop melayu;wikidata;1;0.85
Malaysian popular music;pop yeh-yeh;wikidata;1;0.85
malhun;Moroccan malhun;wikidata;1;0.85
maloya;maloya électronique;wikidata;1;0.85
maloya;maloya élektrik;wikidata;1;0.85
maloya;traditional maloya;wikidata;1;0.85
Mande music;kora music;wikidata;1;0.85
mandopop;French mandopop;wikidata;1;0.85
mandopop;Taiwanese mandopop;wikidata;1;0.85
mangue bit;trip bit;wikidata;1;0.85
mantra;Tibetan Buddhist chant;wikidata;1;0.85
maqāmic music;Arabic classical music;wikidata;1;0.85
maqāmic music;Azerbaijani classical music;wikidata;1;0.85
maqāmic music;maqom;wikidata;1;0.85
maqāmic music;mugham;wikidata;1;0.85
maqāmic music;muqam;wikidata;1;0.85
maqāmic music;Ottoman classical music;wikidata;1;0.85
maqāmic music;Persian traditional music;wikidata;1;0.85
maqāmic music;Sufiana kalam;wikidata;1;0.85
maqāmic music;Uzbek classical music;wikidata;1;0.85
marabi;kwela;wikidata;1;0.85
marabi;mbaqanga;wikidata;1;0.85
maracatu;maracatu nação;wikidata;1;0.85
maracatu;maracatu rural;wikidata;1;0.85
march;American march music;wikidata;1;0.85
march;Concert march;wikidata;1;0.85
march;dobrado;wikidata;1;0.85
march;funeral march;wikidata;1;0.85
march;military march;wikidata;1;0.85
march;pasodoble;wikidata;1;0.85
march;processional march;wikidata;1;0.85
march;rujigaku;wikidata;1;0.85
march;screamer;wikidata;1;0.85
march;triumphal march;wikidata;1;0.85
march;wedding march;wikidata;1;0.85
marching band music;beni;wikidata;1;0.85
marching band music;drum and bugle corps music;wikidata;1;0.85
marching band music;drumline;wikidata;1;0.85
marching band music;fife and drum corps;wikidata;1;0.85
marching band music;Guggenmusik;wikidata;1;0.85
marching band music;pep band music;wikidata;1;0.85
marching band music;pipe band music;wikidata;1;0.85
Mari music;Mari folk music;wikidata;1;0.85
marimba music;Mexican marimba music;wikidata;1;0.85
marrabenta;Marrabenta rap;wikidata;1;0.85
mashcore;dariacore;wikidata;1;0.85
mass;Cyclic mass;wikidata;1;0.85
mass;gezang;wikidata;1;0.85
mass;Metal Mass;wikidata;1;0.85
mass;missa ad fugam;wikidata;1;0.85
mass;missa sine nomine;wikidata;1;0.85
mass;music for the Requiem Mass;wikidata;1;0.85
mass;organ mass;wikidata;1;0.85
mass;parody mass;wikidata;1;0.85
math metal;djent;wikidata;1;0.85
math rock;math pop;wikidata;1;0.85
matsuri-bayashi;danjiri-bayashi;wikidata;1;0.85
mawwal;Libyan mawwal;wikidata;1;0.85
medieval ballad;ballad of chivalry;wikidata;1;0.85
medieval ballad;ballad of the supernatural;wikidata;1;0.85
medieval ballad;heroic ballad;wikidata;1;0.85
medieval ballad;historical ballad;wikidata;1;0.85
medieval ballad;jocular ballad;wikidata;1;0.85
medieval ballad;legendary ballad;wikidata;1;0.85
medieval music;ars antiqua;wikidata;1;0.85
medieval music;ars nova;wikidata;1;0.85
medieval music;ars subtilior;wikidata;1;0.85
medieval music;conductus;wikidata;1;0.85
medieval music;contenance angloise;wikidata;1;0.85
medieval music;descant;wikidata;1;0.85
medieval music;Discant;wikidata;1;0.85
medieval music;Leise;wikidata;1;0.85
medieval music;medieval ballad;wikidata;1;0.85
medieval music;Medieval contemporary music;wikidata;1;0.85
medieval music;music of the Trecento;wikidata;1;0.85
medieval music;neo-medieval music;wikidata;1;0.85
medieval music;poésie courtoise;wikidata;1;0.85
medieval music;Romanza;wikidata;1;0.85
medieval music;troubadoric poetry;wikidata;1;0.85
meditation music;yoga music;wikidata;1;0.85
mele;mele ʻauana;wikidata;1;0.85
melodic death metal;cyber metal;wikidata;1;0.85
melodic death metal;Gothenburg metal;wikidata;1;0.85
melodic death metal;Gothenburg sound;wikidata;1;0.85
melodic death metal;Latin melodeath;wikidata;1;0.85
melodic dubstep;colour bass;wikidata;1;0.85
Memphis blues;electric Memphis blues;wikidata;1;0.85
Memphis rap;doomshop phonk;wikidata;1;0.85
Memphis rap;dungeon rap;wikidata;1;0.85
merengue;mambo urbano;wikidata;1;0.85
merengue;merecumbé;wikidata;1;0.85
merengue;merengue típico;wikidata;1;0.85
merengue;merenhouse;wikidata;1;0.85
merengue;Pambiche;wikidata;1;0.85
merengue;tecnomerengue;wikidata;1;0.85
merengue;Venezuelan merengue;wikidata;1;0.85
Mesoamerican music;Aztec music;wikidata;1;0.85
Mesoamerican music;Maya music;wikidata;1;0.85
Mesoamerican music;Nahua music;wikidata;1;0.85
Mesoamerican music;pirekua;wikidata;1;0.85
metal music;alternative metal;wikidata;1;0.85
metal music;American metal;wikidata;1;0.85
metal music;avant-garde metal;wikidata;1;0.85
metal music;blues metal;wikidata;1;0.85
metal music;British metal music;wikidata;1;0.85
metal music;chaotic hardcore;wikidata;1;0.85
metal music;drone metal;wikidata;1;0.85
metal music;ethno metal;wikidata;1;0.85
metal music;Eurometal;wikidata;1;0.85
metal music;extreme metal;wikidata;1;0.85
metal music;Finnish metal music;wikidata;1;0.85
metal music;folk metal;wikidata;1;0.85
metal music;freak metal;wikidata;1;0.85
metal music;German metal;wikidata;1;0.85
metal music;glam metal;wikidata;1;0.85
metal music;gothic metal;wikidata;1;0.85
metal music;heavy metal;wikidata;1;0.85
metal music;Hungarian metal;wikidata;1;0.85
metal music;indigenous metal music;wikidata;1;0.85
metal music;industrial metal;wikidata;1;0.85
metal music;Israeli metal;wikidata;1;0.85
metal music;Japanese metal;wikidata;1;0.85
metal music;kawaii metal;wikidata;1;0.85
metal music;Latin metal;wikidata;1;0.85
metal music;metal fusion;wikidata;1;0.85
metal music;modern heavyness;wikidata;1;0.85
metal music;neo-classical metal;wikidata;1;0.85
metal music;pop metal;wikidata;1;0.85
metal music;post-metal;wikidata;1;0.85
metal music;power metal;wikidata;1;0.85
metal music;progressive metal;wikidata;1;0.85
metal music;proto-metal;wikidata;1;0.85
metal music;psychedelic metal;wikidata;1;0.85
metal music;punk metal;wikidata;1;0.85
metal music;ragga metal;wikidata;1;0.85
metal music;Scandinavian metal;wikidata;1;0.85
metal music;Southern metal;wikidata;1;0.85
metal music;space metal;wikidata;1;0.85
metal music;stenchcore;wikidata;1;0.85
metal music;stoner metal;wikidata;1;0.85
metal music;symphonic metal;wikidata;1;0.85
metal music;synth metal;wikidata;1;0.85
metal music;technical metal;wikidata;1;0.85
metal music;trance metal;wikidata;1;0.85
metal music;trap metal;wikidata;1;0.85
metal music;Ukrainian metal;wikidata;1;0.85
metal music;underground metal;wikidata;1;0.85
metalcore;crabcore;wikidata;1;0.85
metalcore;deathcore;wikidata;1;0.85
metalcore;downtempo deathcore;wikidata;1;0.85
metalcore;easycore;wikidata;1;0.85
metalcore;electronicore;wikidata;1;0.85
metalcore;mathcore;wikidata;1;0.85
metalcore;melodic metalcore;wikidata;1;0.85
metalcore;Nintendocore;wikidata;1;0.85
metalcore;progressive metalcore;wikidata;1;0.85
metalcore;risecore;wikidata;1;0.85
metalcore;thall;wikidata;1;0.85
Mexican cumbia;cumbia del sureste;wikidata;1;0.85
Mexican cumbia;cumbia norteña mexicana;wikidata;1;0.85
Mexican cumbia;cumbia sonidera;wikidata;1;0.85
Mexican cumbia;Quebradita;wikidata;1;0.85
Mexican cumbia;tecnocumbia;wikidata;1;0.85
Mexican folk music;canto cardenche;wikidata;1;0.85
Mexican folk music;conjunto;wikidata;1;0.85
Mexican folk music;corrido;wikidata;1;0.85
Mexican folk music;mayapax;wikidata;1;0.85
Mexican folk music;Picota;wikidata;1;0.85
Mexican folk music;pirekua;wikidata;1;0.85
Mexican folk music;polka norteña;wikidata;1;0.85
Mexican folk music;son mexicano;wikidata;1;0.85
Mexican folk music;tamborazo;wikidata;1;0.85
Mexican folk music;trova yucateca;wikidata;1;0.85
Mexican hip-hop;narco rap;wikidata;1;0.85
Mexican rock music;Mexican progressive rock;wikidata;1;0.85
Miami bass;Atlanta bass;wikidata;1;0.85
Miami bass;tamborzão;wikidata;1;0.85
Miami bass;techno bass;wikidata;1;0.85
microtonal music;Ekmelic music;wikidata;1;0.85
microtonal music;microtonal classical music;wikidata;1;0.85
microtonal music;quarter tone music;wikidata;1;0.85
Middle Eastern hip hop;Iranian hip hop;wikidata;1;0.85
Middle Eastern hip hop;Iraqi hip hop;wikidata;1;0.85
Middle Eastern hip hop;Israeli hip hop;wikidata;1;0.85
Middle Eastern hip hop;Lebanese hip hop;wikidata;1;0.85
Middle Eastern hip hop;Levant hip hop;wikidata;1;0.85
Middle Eastern hip hop;Palestinian hip-hop;wikidata;1;0.85
Middle Eastern hip hop;Saudi Arabian hip hop;wikidata;1;0.85
Middle Eastern hip hop;Turkish hip-hop;wikidata;1;0.85
Middle Eastern hip hop;Yemeni hip hop;wikidata;1;0.85
MIDI music;black MIDI;wikidata;1;0.85
Midwest hip-hop;Detroit sound;wikidata;1;0.85
military march;inspection march;wikidata;1;0.85
military music;Daechwita;wikidata;1;0.85
military music;military march;wikidata;1;0.85
military music;Ottoman military music;wikidata;1;0.85
min'yō;Nanbu Ushiouta;wikidata;1;0.85
min'yō;Ōshima bushi;wikidata;1;0.85
Minangkabau music;Gamad;wikidata;1;0.85
Minangkabau music;pop minang;wikidata;1;0.85
Minangkabau music;saluang klasik;wikidata;1;0.85
minimal drum and bass;autonomic;wikidata;1;0.85
minimal drum and bass;microfunk;wikidata;1;0.85
minimal music;minimal dub;wikidata;1;0.85
minimal psytrance;zenonesque;wikidata;1;0.85
minimal wave;minimal synth;wikidata;1;0.85
minimalist music;drone music;wikidata;1;0.85
minimalist music;holy minimalism;wikidata;1;0.85
minimalist music;lowercase;wikidata;1;0.85
minimalist music;post-minimalism;wikidata;1;0.85
Mizrahi music;muzikat dika'on;wikidata;1;0.85
mod;mod revival;wikidata;1;0.85
modal jazz;jazz mugham;wikidata;1;0.85
modern classical music;aleatoric music;wikidata;1;0.85
modern classical music;American gamelan;wikidata;1;0.85
modern classical music;contemporary classical music;wikidata;1;0.85
modern classical music;expressionist music;wikidata;1;0.85
modern classical music;futurism;wikidata;1;0.85
modern classical music;impressionist music;wikidata;1;0.85
modern classical music;microtonal music;wikidata;1;0.85
modern classical music;minimalist music;wikidata;1;0.85
modern classical music;musique concrète;wikidata;1;0.85
modern classical music;neoclassical music;wikidata;1;0.85
modern classical music;process music;wikidata;1;0.85
modern classical music;serialism;wikidata;1;0.85
modern classical music;twelve-tone technique;wikidata;1;0.85
modern classical music;uplifting classical;wikidata;1;0.85
modern classical music;West Coast School;wikidata;1;0.85
modern dancehall;gengetone;wikidata;1;0.85
modern electric blues;modern blues;wikidata;1;0.85
modern jazz;modern big band music;wikidata;1;0.85
modern pagan music;pagan folk;wikidata;1;0.85
modern pagan music;pagan metal;wikidata;1;0.85
modern pagan music;pagan rock;wikidata;1;0.85
Mongolian folk music;bogino duu;wikidata;1;0.85
Mongolian folk music;Long song;wikidata;1;0.85
Mongolian folk music;morin khuur;wikidata;1;0.85
Mongolian folk music;Tsuur music;wikidata;1;0.85
monodrama;mono-opera;wikidata;1;0.85
monody;Gregorian chant;wikidata;1;0.85
moombahton;moombahsoul;wikidata;1;0.85
mor lam;mor lam sing;wikidata;1;0.85
Mormon music;Mormon folk music;wikidata;1;0.85
motet;Chorale motet;wikidata;1;0.85
motet;part motet;wikidata;1;0.85
Motown;Pop;kb;1;0.75
mugham;symphonic mugham;wikidata;1;0.85
mugham;zerbi mugham;wikidata;1;0.85
muiñeira;Rabela;wikidata;1;0.85
mundart music;mundart rock;wikidata;1;0.85
murga;murga uruguaya;wikidata;1;0.85
music in Catalan language;Catalan rock;wikidata;1;0.85
music in Catalan language;Catalan traditional folk music;wikidata;1;0.85
music in Catalan language;Catalan zarzuela;wikidata;1;0.85
music in Dutch language;Dutch hip hop;wikidata;1;0.85
music in Dutch language;Levenslied;wikidata;1;0.85
music in Dutch language;Nederpop;wikidata;1;0.85
music of Afghanistan;Afghan hip hop;wikidata;1;0.85
music of Afghanistan;Hazara folk music;wikidata;1;0.85
music of Afghanistan;Klasik;wikidata;1;0.85
music of Afghanistan;music of Badakhshan;wikidata;1;0.85
music of Afghanistan;Pashto music;wikidata;1;0.85
music of Africa;African blues;wikidata;1;0.85
music of Africa;African classical music;wikidata;1;0.85
music of Africa;African folk music;wikidata;1;0.85
music of Africa;African heavy metal;wikidata;1;0.85
music of Africa;African hip-hop;wikidata;1;0.85
music of Africa;African popular music;wikidata;1;0.85
music of Africa;Afro-jazz;wikidata;1;0.85
music of Africa;music of Central Africa;wikidata;1;0.85
music of Africa;music of East Africa;wikidata;1;0.85
music of Africa;music of North Africa;wikidata;1;0.85
music of Africa;music of Northeast Africa;wikidata;1;0.85
music of Africa;music of Southern Africa;wikidata;1;0.85
music of Africa;music of West Africa;wikidata;1;0.85
music of Albania;Albanian folk music;wikidata;1;0.85
music of Albania;Albanian hip hop;wikidata;1;0.85
music of Albania;Albanian rock;wikidata;1;0.85
music of Albania;Albanian urban lyric song;wikidata;1;0.85
music of Algeria;Ahellil;wikidata;1;0.85
music of Algeria;Algerian hip hop;wikidata;1;0.85
music of Algeria;Algerian jazz;wikidata;1;0.85
music of Algeria;Algerian rock;wikidata;1;0.85
music of Algeria;aroubi;wikidata;1;0.85
music of Algeria;chanson francarabe;wikidata;1;0.85
music of Algeria;Kabyle music;wikidata;1;0.85
music of Algeria;raï;wikidata;1;0.85
music of Altai;Altai folk music;wikidata;1;0.85
music of Altai;kai;wikidata;1;0.85
music of ancient Greece;nomos;wikidata;1;0.85
music of ancient Greece;paean;wikidata;1;0.85
music of ancient Greece;prosodion;wikidata;1;0.85
music of Andalusia;Andalusi classical music;wikidata;1;0.85
music of Andalusia;Andalusian folk music;wikidata;1;0.85
music of Andalusia;flamenco rock;wikidata;1;0.85
music of Angola;Angolan rock;wikidata;1;0.85
music of Angola;kizomba;wikidata;1;0.85
music of Angola;Zukuma;wikidata;1;0.85
music of Aragon;Aragonese folk music;wikidata;1;0.85
music of Argentina;Argentine folklore;wikidata;1;0.85
music of Argentina;Argentine heavy metal;wikidata;1;0.85
music of Argentina;Argentine hip-hop;wikidata;1;0.85
music of Argentina;Argentine punk;wikidata;1;0.85
music of Argentina;Argentine rock;wikidata;1;0.85
music of Argentina;Argentinian blues;wikidata;1;0.85
music of Argentina;Argentinian popular music;wikidata;1;0.85
music of Argentina;bailecito;wikidata;1;0.85
music of Argentina;chacarera;wikidata;1;0.85
music of Argentina;cifra;wikidata;1;0.85
music of Argentina;cuarteto;wikidata;1;0.85
music of Argentina;guaracha santiagueña;wikidata;1;0.85
music of Argentina;kaluyo;wikidata;1;0.85
music of Argentina;música surera;wikidata;1;0.85
music of Armenia;Armenian chant;wikidata;1;0.85
music of Armenia;Armenian church music;wikidata;1;0.85
music of Armenia;Armenian folk music;wikidata;1;0.85
music of Armenia;Armenian jazz;wikidata;1;0.85
music of Armenia;Armenian rock;wikidata;1;0.85
music of Armenia;erotic-patriotic;wikidata;1;0.85
music of Armenia;Ktsord;wikidata;1;0.85
music of Armenia;rabiz;wikidata;1;0.85
music of Armenia;Sahari;wikidata;1;0.85
music of Armenia;Tagh;wikidata;1;0.85
music of Asia;A-pop;wikidata;1;0.85
music of Asia;Asian folk music;wikidata;1;0.85
music of Asia;Asian hip-hop;wikidata;1;0.85
music of Asia;maqāmic music;wikidata;1;0.85
music of Asia;music of Central Asia;wikidata;1;0.85
music of Asia;music of East Asia;wikidata;1;0.85
music of Asia;music of Khorasan;wikidata;1;0.85
music of Asia;music of North Asia;wikidata;1;0.85
music of Asia;music of Oman;wikidata;1;0.85
music of Asia;music of Qatar;wikidata;1;0.85
music of Asia;music of Russia;wikidata;1;0.85
music of Asia;music of South Asia;wikidata;1;0.85
music of Asia;music of Southeast Asia;wikidata;1;0.85
music of Asia;music of the Middle East;wikidata;1;0.85
music of Asia;music of the Soviet Union;wikidata;1;0.85
music of Asia;Turkic music;wikidata;1;0.85
music of Australia;Australian classical music;wikidata;1;0.85
